"id","condition","topic.symbolic","mcheck1","mcheck2","Q23_1","anger1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","contempt1","disgust1","anger4","anger2","contempt2","disgust2","contempt4","attention.check","anger3","contempt3","disgust3","disgust4","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0 & 1","voodoo2 - 0 & 1","voodoo3 - 0 & 1","voodoo4 - 0 & 1","voodoo5 - 0 & 1","voodoo6 - 0 & 1","voodoo7 - 0 & 1","voodoo8 - 0 & 1","voodoo9 - 0 & 1","voodoo10 - 0 & 1","tangram.check","tangram.videocheck","tangram.easy.1 (3)","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 (3) - 0 & 1","tangram.easy.2 - 0 & 1","tangram.easy.3 - 0 & 1","tangram.easy.4 - 0 & 1","tangram.easy.5 - 0 & 1","tangram.easy.6 - 0 & 1","tangram.easy.7 - 0 & 1","tangram.easy.8 - 0 & 1","tangram.easy.9 - 0 & 1","tangram.easy.10 - 0 & 1","tanrgam.medium.1 - 0 & 1","tanrgam.medium.2 - 0 & 1","tanrgam.medium.3 - 0 & 1","tanrgam.medium.4 - 0 & 1","tanrgam.medium.5 - 0 & 1","tanrgam.medium.6 - 0 & 1","tanrgam.medium.7 - 0 & 1","tanrgam.medium.8 - 0 & 1","tanrgam.medium.9 - 0 & 1","tanrgam.medium.10 - 0 & 1","tanrgam.hard.1 - 0 & 1","tanrgam.hard.2 - 0 & 1","tanrgam.hard.3 - 0 & 1","tanrgam.hard.4 - 0 & 1","tanrgam.hard.5 - 0 & 1","tanrgam.hard.6 - 0 & 1","tanrgam.hard.7 - 0 & 1","tanrgam.hard.8 - 0 & 1","tanrgam.hard.9 - 0 & 1","tanrgam.hard.10 - 0 & 1","topic.realistic","topic.control","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
52,"control",,1,1,24,1,24,24,30,24,24,24,27,24,24,24,24,30,1,1,6,1,1,1,5,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,62.0,3,4,-1.0,-0.03,0.61,-0.01,0.03,0.05,5
53,"symbolic",1,4,7,27,5,26,27,29,24,30,27,25,24,26,26,25,29,4,5,2,1,6,5,3,1,4,4,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,1,20.0,3,10,1.0,0.47,0.38,1.0,0.71,-0.4,5
54,"control",,1,1,24,1,29,29,26,24,24,24,26,29,24,24,24,26,2,2,4,1,1,1,4,2,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,,1,,,1,,,,,,1,1,1,1,1,,,,,1,,,,,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,,3,2,19.0,3,7,-1.0,-0.83,-0.81,-0.46,-0.47,-1.0,5
55,"control",,1,1,24,1,24,24,30,24,24,24,26,24,29,24,24,27,1,1,6,1,1,1,4,1,2,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,,,,1,,1,1,,1,,,1,,,1,,1,,,,,1,,,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,,1,2,28.0,5,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
56,"symbolic",1,6,6,29,2,30,30,29,29,30,30,29,24,29,30,30,25,6,6,2,2,6,6,2,1,2,6,6,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,,,1,,,1,,1,1,,1,,,,,,,1,1,,1,1,,1,,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,,,2,30.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
57,"realistic",,6,4,29,2,26,25,26,24,26,25,26,24,25,25,25,26,4,3,4,1,4,3,4,1,3,3,3,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,52.0,4,2,0.45,-0.85,-0.87,-0.74,-0.85,-0.9,5
58,"realistic",,6,6,24,1,24,30,29,24,27,27,29,24,24,25,26,25,1,6,2,1,5,5,2,1,1,3,4,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,2,47.0,4,1,-0.89,-0.94,-0.86,-0.34,-1.0,-0.84,5
59,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,,1,,,1,,,1,1,1,,,,,,1,1,,,,,,1,,1,,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,,1,2,40.0,2,1,-1.0,-0.07,-0.09,1.0,-0.07,-0.12,5
60,"realistic",,7,1,24,1,24,24,26,24,24,24,26,28,24,24,24,28,1,1,4,1,1,1,4,7,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,1,1,1,,,,,1,1,,,1,1,1,1,,,,,,,,,,,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,,2,50.0,4,7,0.09,-0.99,-1.0,-0.86,-1.0,-0.93,5
61,"realistic",,5,3,25,3,26,26,27,27,26,25,25,24,25,29,25,27,4,4,5,5,4,3,3,1,3,2,3,5,144.0,144.0,54.0,230.0,120.0,167.0,156.0,,,,1,1,1,1,1,1,1,0,0,0,1,1,1,,1,1,,1,1,,,1,,1,,,1,,,1,1,1,,,,,,,,,,,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,2,20.0,3,4,0.5,-0.5,-0.76,-0.5,-0.76,-0.51,5
62,"realistic",,7,6,30,6,30,28,27,24,26,26,25,24,29,25,29,29,6,7,5,1,4,4,3,1,2,3,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,37.0,3,2,-1.0,-0.4,-0.52,-0.45,-0.58,-0.33,5
63,"symbolic",3,6,7,30,6,30,28,29,29,27,27,24,24,27,25,27,24,6,7,2,2,5,5,1,1,5,3,5,1,174.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,1,,1,,1,,,,1,,1,,,,1,1,,1,,,1,,1,1,,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,,,1,19.0,3,4,-1.0,-0.82,-1.0,-0.77,-1.0,-1.0,5
64,"realistic",,4,3,24,1,29,29,26,24,29,29,26,24,29,29,29,27,2,2,4,1,2,2,4,1,2,2,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,,,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,,2,19.0,3,10,-1.0,-0.5,-0.26,-0.8,-0.65,-0.5,5
65,"realistic",,6,2,24,1,29,27,25,24,24,26,29,24,24,27,29,29,2,5,3,1,1,4,2,1,1,5,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,1,1,,,1,,,1,1,1,,1,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,3,,2,28.0,5,1,0.48,-0.56,-0.87,-0.19,-1.0,-0.33,5
66,"symbolic",3,1,5,24,1,26,26,26,24,24,26,25,24,24,26,24,25,4,4,4,1,1,4,3,1,1,4,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,32.0,3,1,-0.5,-0.05,0.0,0.25,-0.2,-0.26,5
67,"control",,1,2,24,1,24,24,26,24,24,24,26,24,24,24,24,25,1,1,4,1,1,1,4,1,1,1,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,,1,,,1,1,,1,,1,,,1,,,,,,,,1,,1,,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,2,2,18.0,3,10,0.33,-0.93,-0.95,-0.93,-0.93,-0.9,5
68,"realistic",,6,6,26,4,25,30,29,26,26,27,29,24,26,30,30,29,3,6,2,4,4,5,2,1,4,6,6,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,,2,29.0,4,1,0.2,-0.87,-0.53,-0.45,-0.55,-0.47,5
69,"realistic",,4,3,30,6,30,27,27,30,28,30,30,24,27,30,27,27,6,5,5,6,7,6,6,1,5,6,5,5,154.0,170.0,142.0,234.0,106.0,122.0,118.0,172.0,142.0,76.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,1,35.0,5,1,0.36,0.24,0.28,0.15,0.26,0.28,5
70,"control",,1,1,29,2,29,25,26,24,24,24,27,24,24,24,24,25,2,3,4,1,1,1,5,1,1,1,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,1,35.0,4,1,0.36,-0.8,-0.19,-0.5,-0.26,-0.31,5
71,"control",,2,2,29,2,29,29,27,29,29,29,30,24,29,29,29,27,2,2,5,2,2,2,6,1,2,2,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,44.0,5,1,0.94,0.85,0.98,0.95,0.9,0.85,5
72,"control",,2,3,29,2,25,26,27,29,25,25,25,24,29,26,25,29,3,4,5,2,3,3,3,1,2,4,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,1,,,1,,1,1,,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,,3,2,21.0,3,2,0.75,0.8,0.8,0.95,0.7,1.0,5
73,"symbolic",2,7,7,26,4,26,27,25,24,26,26,26,24,26,27,26,25,4,5,3,1,4,4,4,1,4,5,4,3,162.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,,,,1,,1,,,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,,,2,45.0,4,7,-1.0,0.0,-0.53,-0.84,-0.78,-1.0,5
74,"realistic",,3,2,29,2,24,29,26,24,24,24,27,24,24,24,24,26,1,2,4,1,1,1,5,1,1,1,1,4,246.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,,1,1,,,1,,,,1,,1,1,,,1,,1,1,,,,,,,1,,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,,2,42.0,4,7,1.0,0.96,0.97,0.76,0.95,0.76,5
75,"control",,1,1,24,1,24,24,27,24,24,24,27,24,24,24,24,27,1,1,5,1,1,1,5,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,26.0,2,7,-1.0,0.0,0.0,0.14,0.19,0.18,5
76,"realistic",,7,4,29,2,29,29,26,29,29,29,26,24,29,29,29,27,2,2,4,2,2,2,4,1,2,2,2,5,128.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,,,1,1,,,,,,,1,1,,,1,,1,,,,,1,,,,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,,1,29.0,3,1,-1.0,0.01,0.0,-0.17,0.08,0.08,5
77,"control",,1,1,24,1,24,24,26,24,24,24,27,24,24,24,24,26,1,1,4,1,1,1,5,1,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,29.0,3,2,0.75,1.0,1.0,1.0,1.0,1.0,5
78,"realistic",,5,5,29,2,25,26,26,24,24,24,29,24,24,24,24,27,3,4,4,1,1,1,2,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,1,,,,,1,,,,1,,,1,1,1,,1,1,1,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,3,,2,22.0,4,11,-1.0,-0.75,-0.73,-0.8,-0.78,-0.76,5
79,"symbolic",2,6,6,29,2,25,26,26,24,29,29,29,24,24,29,26,29,3,4,4,1,2,2,2,1,1,2,4,2,229.0,59.0,69.0,69.0,109.0,163.0,167.0,122.0,181.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,1,,1,1,,,,,1,1,,,,,,,1,,,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,,2,29.0,4,1,0.57,0.09,0.05,0.1,0.28,-0.39,5
80,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,18.0,3,4,-1.0,-0.77,-1.0,-0.62,-0.66,-0.8,5
81,"symbolic",2,3,3,29,2,29,29,27,29,29,29,26,24,29,29,29,27,2,2,5,2,2,2,4,1,2,2,2,5,59.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,1,1,1,1,,,,,,,1,1,1,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,1,22.0,3,1,0.41,-0.07,0.22,0.11,0.11,-0.07,5
82,"symbolic",2,5,7,24,1,26,27,29,29,26,30,29,24,29,26,30,29,4,5,2,2,4,6,2,1,2,4,6,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,52.0,3,2,-1.0,-1.0,-1.0,0.08,-1.0,-1.0,5
83,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,30,1,1,6,1,1,1,6,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,2,27.0,4,4,0.38,-0.78,-0.58,-0.3,-0.75,-0.26,5
84,"control",,1,1,24,1,24,24,28,24,24,28,30,24,24,24,24,28,1,1,7,1,1,7,6,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,1,,,,,1,,1,,1,1,1,,,1,,,,1,,1,,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,,1,2,21.0,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
85,"symbolic",3,5,6,27,5,30,27,30,28,30,27,30,24,30,27,28,30,6,5,6,7,6,5,6,1,6,5,7,6,51.0,238.0,113.0,166.0,104.0,175.0,143.0,139.0,136.0,144.0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,,1,1,,1,,,1,,,,,1,,,,1,,,,1,,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,1,53.0,5,1,0.56,0.57,0.44,0.49,0.62,0.6,5
86,"control",,2,2,29,2,24,29,26,29,24,29,26,24,29,29,29,26,1,2,4,2,1,2,4,1,2,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,1,,1,1,,,1,,1,1,,,1,,1,,,,,,,,,,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,1,20.0,3,1,-0.65,-0.82,-0.64,-0.55,-0.47,-0.78,5
87,"symbolic",3,7,7,29,2,27,27,29,29,27,27,29,24,24,30,27,24,5,5,2,2,5,5,2,1,1,6,5,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,,1,,1,,,,,,1,,1,,1,,1,1,,,1,,,1,1,,,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,,,2,49.0,5,2,-0.77,-0.7,-0.85,-0.5,-0.9,-0.62,5
88,"control",,2,2,24,1,24,24,30,24,24,24,27,24,24,24,24,30,1,1,6,1,1,1,5,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,,,1,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,47.0,5,1,0.75,0.25,-0.52,0.41,-0.5,0.4,5
89,"realistic",,1,1,24,1,24,25,27,24,24,24,27,24,24,29,24,25,1,3,5,1,1,1,5,1,1,2,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,60.0,4,1,-1.0,-0.84,-0.85,-0.81,-0.92,0.0,5
90,"realistic",,3,4,29,2,29,26,26,24,29,29,26,24,29,29,29,26,2,4,4,1,2,2,4,1,2,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,60.0,4,7,0.36,0.01,-0.09,0.36,0.0,-0.21,5
91,"control",,2,2,24,1,24,24,26,24,24,24,26,24,24,24,24,26,1,1,4,1,1,1,4,1,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,27.0,5,11,-0.74,-0.52,-0.27,0.15,-1.0,-0.85,5
92,"realistic",,1,1,24,1,24,24,30,24,24,24,24,30,26,25,29,29,1,1,6,1,1,1,1,6,4,3,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,23.0,2,1,-1.0,-0.47,-0.82,-0.79,-0.87,-0.75,5
93,"control",,2,3,29,2,29,29,27,29,29,26,26,24,29,29,29,26,2,2,5,2,2,4,4,1,2,2,2,4,216.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,55.0,3,1,0.11,0.53,0.48,0.53,0.26,0.52,5
94,"symbolic",1,6,7,30,6,28,27,27,28,30,28,30,24,27,30,27,30,7,5,5,7,6,7,6,1,5,6,5,6,39.0,51.0,55.0,55.0,59.0,231.0,220.0,217.0,239.0,243.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,,,,,1,,,,,,1,,,,,1,,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,1,49.0,5,1,1.0,-0.88,-0.92,-0.94,-0.77,-0.77,5
95,"symbolic",1,7,7,27,5,28,28,29,29,30,30,29,24,29,28,28,29,7,7,2,2,6,6,2,1,2,7,7,2,142.0,111.0,166.0,143.0,172.0,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,2,18.0,3,10,-0.24,-0.8,-0.81,-0.82,-1.0,-1.0,5
96,"control",,4,6,29,2,27,25,30,27,27,27,27,24,27,25,27,27,5,3,6,5,5,5,5,1,5,3,5,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,1,1,1,,1,1,,1,,,,,,,,1,1,,,,,,,,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,,1,1,43.0,5,1,1.0,0.88,0.95,0.69,0.87,0.85,5
97,"realistic",,3,4,26,4,27,30,27,29,26,30,30,24,26,27,30,27,5,6,5,2,4,6,6,1,4,5,6,5,218.0,249.0,250.0,238.0,53.0,45.0,39.0,63.0,48.0,69.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,1,,1,,1,1,,1,1,1,,,,,,,,,,1,,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,,1,40.0,5,1,0.79,-1.0,-0.83,-0.76,-0.84,-0.75,5
98,"realistic",,6,3,26,4,26,26,26,26,26,26,26,24,26,26,26,26,4,4,4,4,4,4,4,1,4,4,4,4,230.0,38.0,82.0,200.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,3,,2,31.0,3,1,-1.0,0.0,0.0,0.0,0.0,0.0,5
99,"realistic",,2,2,24,1,24,29,26,24,24,29,26,24,24,29,24,26,1,2,4,1,1,2,4,1,1,2,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,56.0,2,1,0.76,0.12,0.1,0.12,0.16,0.19,5
100,"realistic",,6,3,29,2,29,29,27,24,24,29,26,24,24,24,24,26,2,2,5,1,1,2,4,1,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,,,,1,1,1,,,,,1,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,3,,1,38.0,5,1,-1.0,-0.75,-1.0,-0.59,-1.0,-1.0,5
101,"symbolic",3,6,7,25,3,30,28,24,29,30,28,24,24,29,30,28,29,6,7,1,2,6,7,1,1,2,6,7,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,2,34.0,3,1,0.63,-0.77,-0.87,-1.0,-0.88,-0.78,5
102,"control",,1,1,24,1,24,24,30,24,24,24,27,24,24,24,24,27,1,1,6,1,1,1,5,1,1,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,2,1,26.0,2,1,1.0,0.0,0.01,0.01,0.0,1.0,5
